"INSTRUMENTID","EXCHANGEID","INSTRUMENTNAME","PRODUCTID","PRODUCTCLASS","MAXLIMITORDERVOLUME","MINLIMITORDERVOLUME","VOLUMEMULTIPLE","PRICETICK","OPENDATE","EXPIREDATE","UNDERLYINGINSTRID","UNDERLYINGMULTIPLE"
"b0901","DCE","黄大豆2号0901","b","1",1000,1,10,1,"20080116","20090116",null,1
"m0901","DCE","豆粕0901","m","1",1000,1,10,1,"20080116","20090116",null,1
"WS903","CZCE","优质强筋小麦903","WS","1",1000,1,10,1,"20080124","20090323",null,1
"cu0902","SHFE","铜0902","cu","1",500,1,5,10,"20080218","20090216",null,1
"zn0902","SHFE","锌0902","zn","1",500,1,5,5,"20080218","20090216",null,1
"WS907","CZCE","优质强筋小麦907","WS","1",1000,1,10,1,"20080324","20090723",null,1
"al0902","SHFE","铝0902","al","1",500,1,5,5,"20080218","20090216",null,1
"l0902","DCE","线型低密度聚乙烯0902","l","1",1000,1,5,5,"20080222","20090213",null,1
"p0902","DCE","棕榈油0902","p","1",1000,1,10,2,"20080222","20090213",null,1
"au0905","SHFE","黄金0905","au","1",500,1,1000,0.01,"20080516","20090515",null,1
"WS911","CZCE","优质强筋小麦911","WS","1",1000,1,10,1,"20080523","20091120",null,1
"l0906","DCE","线型低密度聚乙烯0906","l","1",1000,1,5,5,"20080617","20090612",null,1
"p0906","DCE","棕榈油0906","p","1",1000,1,10,2,"20080617","20090612",null,1
"m1905-C-2250","DCE","m1905-C-2250","m_o","2",100,1,10,0.5,"20190301","20190408","m1905",1
"WS003","CZCE","优质强筋小麦003","WS","1",1000,1,10,1,"20080923","20100323",null,1
"WT909","CZCE","硬冬白小麦909","WT","1",1000,1,10,1,"20080923","20090922",null,1
"ru1908P14500","SHFE","ru1908P14500","ru_o","2",100,1,10,1,"20190304","20190725","ru1908",1
"fu2003","SHFE","燃料油2003","fu","1",500,1,10,1,"20190301","20200228",null,1
"RO909","CZCE","菜籽油909","RO","1",1000,1,5,2,"20080916","20090914",null,1
"au0909","SHFE","黄金0909","au","1",500,1,1000,0.01,"20080917","20090915",null,1
"b0707","DCE","黄大豆2号0707","b","1",1000,1,10,1,"20060717","20070713",null,1
"l0707","DCE","线型低密度聚乙烯0707","l","1",1000,1,5,5,"20060717","20070713",null,1
"WT707","CZCE","硬冬白小麦707","WT","1",1000,1,10,1,"20060724","20070723",null,1
"ru0708","SHFE","天然橡胶0708","ru","1",500,1,5,5,"20060817","20070816",null,1
"y0708","DCE","豆油0708","y","1",1000,1,10,2,"20060815","20070814",null,1
"ru0709","SHFE","天然橡胶0709","ru","1",500,1,5,5,"20060919","20070917",null,1
"b0709","DCE","黄大豆2号0709","b","1",1000,1,10,1,"20060915","20070914",null,1
"l0709","DCE","线型低密度聚乙烯0709","l","1",1000,1,5,5,"20060915","20070914",null,1
"WT709","CZCE","硬冬白小麦709","WT","1",1000,1,10,1,"20060922","20070920",null,1
"a0901","DCE","黄大豆1号0901","a","1",1000,1,10,1,"20070716","20090116",null,1
"ru1908C14500","SHFE","ru1908C14500","ru_o","2",100,1,10,1,"20190304","20190725","ru1908",1
"a1005","DCE","黄大豆1号1005","a","1",1000,1,10,1,"20081117","20100517",null,1
"b0911","DCE","黄大豆2号0911","b","1",1000,1,10,1,"20081117","20091113",null,1
"al0911","SHFE","铝0911","al","1",500,1,5,5,"20081118","20091116",null,1
"y0911","DCE","豆油0911","y","1",1000,1,10,2,"20081117","20091113",null,1
"l0911","DCE","线型低密度聚乙烯0911","l","1",1000,1,5,5,"20081117","20091113",null,1
"m0911","DCE","豆粕0911","m","1",1000,1,10,1,"20081117","20091113",null,1
"p0911","DCE","棕榈油0911","p","1",1000,1,10,2,"20081117","20091113",null,1
"WS005","CZCE","优质强筋小麦005","WS","1",1000,1,10,1,"20081121","20100521",null,1
"WT911","CZCE","硬冬白小麦911","WT","1",1000,1,10,1,"20081121","20091120",null,1
"cu0904","SHFE","铜0904","cu","1",500,1,5,10,"20080416","20090415",null,1
"zn0904","SHFE","锌0904","zn","1",500,1,5,5,"20080416","20090415",null,1
"ru0904","SHFE","天然橡胶0904","ru","1",500,1,5,5,"20080416","20090415",null,1
"fu0904","SHFE","燃料油0904","fu","1",500,1,10,1,"20080401","20090331",null,1
"al0904","SHFE","铝0904","al","1",500,1,5,5,"20080416","20090415",null,1
"l0904","DCE","线型低密度聚乙烯0904","l","1",1000,1,5,5,"20080416","20090415",null,1
"p0904","DCE","棕榈油0904","p","1",1000,1,10,2,"20080416","20090415",null,1
"RO709","CZCE","菜籽油709","RO","1",1000,1,5,2,"20060915","20070914",null,1
"zn0901","SHFE","锌0901","zn","1",500,1,5,5,"20080116","20090115",null,1
"au0906","SHFE","黄金0906","au","1",500,1,1000,0.01,"20080617","20090615",null,1
"cu0906","SHFE","铜0906","cu","1",500,1,5,10,"20080617","20090615",null,1
"zn0906","SHFE","锌0906","zn","1",500,1,5,5,"20080617","20090615",null,1
"ru0906","SHFE","天然橡胶0906","ru","1",500,1,5,5,"20080617","20090615",null,1
"fu0906","SHFE","燃料油0906","fu","1",500,1,10,1,"20080602","20090527",null,1
"al0906","SHFE","铝0906","al","1",500,1,5,5,"20080617","20090615",null,1
"cu0907","SHFE","铜0907","cu","1",500,1,5,10,"20080716","20090715",null,1
"zn0907","SHFE","锌0907","zn","1",500,1,5,5,"20080716","20090715",null,1
"ru0907","SHFE","天然橡胶0907","ru","1",500,1,5,5,"20080716","20090715",null,1
"fu0907","SHFE","燃料油0907","fu","1",500,1,10,1,"20080701","20090630",null,1
"c0907","DCE","黄玉米0907","c","1",2000,1,10,1,"20080715","20090714",null,1
"WS909","CZCE","优质强筋小麦909","WS","1",1000,1,10,1,"20080324","20090922",null,1
"fu0902","SHFE","燃料油0902","fu","1",500,1,10,1,"20080201","20090123",null,1
"cu0910","SHFE","铜0910","cu","1",500,1,5,10,"20081016","20091015",null,1
"zn0910","SHFE","锌0910","zn","1",500,1,5,5,"20081016","20091015",null,1
"ru0910","SHFE","天然橡胶0910","ru","1",500,1,5,5,"20081016","20091015",null,1
"fu0910","SHFE","燃料油0910","fu","1",500,1,10,1,"20081006","20090930",null,1
"al0910","SHFE","铝0910","al","1",500,1,5,5,"20081016","20091015",null,1
"RO911","CZCE","菜籽油911","RO","1",1000,1,5,2,"20081117","20091113",null,1
"au0911","SHFE","黄金0911","au","1",500,1,1000,0.01,"20081118","20091116",null,1
"RO907","CZCE","菜籽油907","RO","1",1000,1,5,2,"20080715","20090714",null,1
"au0907","SHFE","黄金0907","au","1",500,1,1000,0.01,"20080716","20090715",null,1
"cu0908","SHFE","铜0908","cu","1",500,1,5,10,"20080818","20090817",null,1
"zn0908","SHFE","锌0908","zn","1",500,1,5,5,"20080818","20090817",null,1
"ru0908","SHFE","天然橡胶0908","ru","1",500,1,5,5,"20080818","20090817",null,1
"fu0908","SHFE","燃料油0908","fu","1",500,1,10,1,"20080801","20090731",null,1
"al0908","SHFE","铝0908","al","1",500,1,5,5,"20080818","20090817",null,1
"y0908","DCE","豆油0908","y","1",1000,1,10,2,"20080815","20090814",null,1
"l0908","DCE","线型低密度聚乙烯0908","l","1",1000,1,5,5,"20080815","20090814",null,1
"m0908","DCE","豆粕0908","m","1",1000,1,10,1,"20080815","20090814",null,1
"p0908","DCE","棕榈油0908","p","1",1000,1,10,2,"20080815","20090814",null,1
"cu0903","SHFE","铜0903","cu","1",500,1,5,10,"20080318","20090316",null,1
"zn0903","SHFE","锌0903","zn","1",500,1,5,5,"20080318","20090316",null,1
"ru0903","SHFE","天然橡胶0903","ru","1",500,1,5,5,"20080318","20090316",null,1
"fu0903","SHFE","燃料油0903","fu","1",500,1,10,1,"20080303","20090227",null,1
"c0903","DCE","黄玉米0903","c","1",2000,1,10,1,"20080317","20090313",null,1
"a0909","DCE","黄大豆1号0909","a","1",1000,1,10,1,"20080317","20090914",null,1
"b0903","DCE","黄大豆2号0903","b","1",1000,1,10,1,"20080317","20090313",null,1
"al0903","SHFE","铝0903","al","1",500,1,5,5,"20080318","20090316",null,1
"au1004","SHFE","黄金1004","au","1",500,1,1000,0.01,"20090416","20100415",null,1
"cu1005","SHFE","铜1005","cu","1",500,1,5,10,"20090518","20100517",null,1
"zn1005","SHFE","锌1005","zn","1",500,1,5,5,"20090518","20100517",null,1
"ru1005","SHFE","天然橡胶1005","ru","1",500,1,5,5,"20090518","20100517",null,1
"fu1005","SHFE","燃料油1005","fu","1",500,1,10,1,"20090504","20100430",null,1
"c1005","DCE","黄玉米1005","c","1",2000,1,10,1,"20090518","20100517",null,1
"a1011","DCE","黄大豆1号1011","a","1",1000,1,10,1,"20090518","20101112",null,1
"b1005","DCE","黄大豆2号1005","b","1",1000,1,10,1,"20090518","20100517",null,1
"al1005","SHFE","铝1005","al","1",500,1,5,5,"20090518","20100517",null,1
"ru1003","SHFE","天然橡胶1003","ru","1",500,1,5,5,"20090317","20100315",null,1
"fu1003","SHFE","燃料油1003","fu","1",500,1,10,1,"20090302","20100226",null,1
"al1003","SHFE","铝1003","al","1",500,1,5,5,"20090317","20100315",null,1
"rb0909","SHFE","螺纹钢0909","rb","1",500,1,10,1,"20090227","20090915",null,1
"wr0909","SHFE","线材0909","wr","1",500,1,10,1,"20090227","20090915",null,1
"rb0910","SHFE","螺纹钢0910","rb","1",500,1,10,1,"20090327","20091015",null,1
"wr0910","SHFE","线材0910","wr","1",500,1,10,1,"20090327","20091015",null,1
"rb0911","SHFE","螺纹钢0911","rb","1",500,1,10,1,"20090327","20091116",null,1
"WS011","CZCE","优质强筋小麦011","WS","1",1000,1,10,1,"20090520","20101122",null,1
"c1003","DCE","黄玉米1003","c","1",2000,1,10,1,"20090316","20100312",null,1
"a1009","DCE","黄大豆1号1009","a","1",1000,1,10,1,"20090316","20100914",null,1
"b1003","DCE","黄大豆2号1003","b","1",1000,1,10,1,"20090316","20100312",null,1
"y1003","DCE","豆油1003","y","1",1000,1,10,2,"20090316","20100312",null,1
"fu1103","SHFE","燃料油1103","fu","1",500,1,10,1,"20100301","20110228",null,1
"c1103","DCE","黄玉米1103","c","1",2000,1,10,1,"20100315","20110314",null,1
"a1109","DCE","黄大豆1号1109","a","1",1000,1,10,1,"20100315","20110915",null,1
"b1103","DCE","黄大豆2号1103","b","1",1000,1,10,1,"20100315","20110314",null,1
"y1103","DCE","豆油1103","y","1",1000,1,10,2,"20100315","20110314",null,1
"l1103","DCE","线型低密度聚乙烯1103","l","1",1000,1,5,5,"20100315","20110314",null,1
"m1103","DCE","豆粕1103","m","1",1000,1,10,1,"20100315","20110314",null,1
"p1103","DCE","棕榈油1103","p","1",1000,1,10,2,"20100315","20110314",null,1
"WS109","CZCE","优质强筋小麦109","WS","1",1000,1,10,1,"20100324","20110922",null,1
"WT103","CZCE","硬冬白小麦103","WT","1",1000,1,10,1,"20100324","20110323",null,1
"SR109","CZCE","白砂糖109","SR","1",1000,1,10,1,"20100315","20110915",null,1
"RO103","CZCE","菜籽油103","RO","1",1000,1,5,2,"20100315","20110314",null,1
"au1103","SHFE","黄金1103","au","1",500,1,1000,0.01,"20100316","20110315",null,1
"v1103","DCE","聚氯乙烯1103","v","1",1000,1,5,5,"20100315","20110314",null,1
"rb1103","SHFE","螺纹钢1103","rb","1",500,1,10,1,"20100316","20110315",null,1
"wr1103","SHFE","线材1103","wr","1",500,1,10,1,"20100316","20110315",null,1
"ER103","CZCE","早籼稻103","ER","1",1000,1,10,1,"20100324","20110323",null,1
"al1104","SHFE","铝1104","al","1",500,1,5,5,"20100416","20110415",null,1
"l1104","DCE","线型低密度聚乙烯1104","l","1",1000,1,5,5,"20100416","20110418",null,1
"p1104","DCE","棕榈油1104","p","1",1000,1,10,2,"20100416","20110418",null,1
"wr1005","SHFE","线材1005","wr","1",500,1,10,1,"20090518","20100517",null,1
"ER005","CZCE","早籼稻005","ER","1",1000,1,10,1,"20090520","20100521",null,1
"l1006","DCE","线型低密度聚乙烯1006","l","1",1000,1,5,5,"20090615","20100617",null,1
"p1006","DCE","棕榈油1006","p","1",1000,1,10,2,"20090615","20100617",null,1
"au1008","SHFE","黄金1008","au","1",500,1,1000,0.01,"20090818","20100816",null,1
"v1008","DCE","聚氯乙烯1008","v","1",1000,1,5,5,"20090817","20100813",null,1
"rb1008","SHFE","螺纹钢1008","rb","1",500,1,10,1,"20090818","20100816",null,1
"wr1008","SHFE","线材1008","wr","1",500,1,10,1,"20090818","20100816",null,1
"v0909","DCE","聚氯乙烯0909","v","1",1000,1,5,5,"20090525","20090914",null,1
"v0910","DCE","聚氯乙烯0910","v","1",1000,1,5,5,"20090525","20091022",null,1
"v0911","DCE","聚氯乙烯0911","v","1",1000,1,5,5,"20090525","20091113",null,1
"v0912","DCE","聚氯乙烯0912","v","1",1000,1,5,5,"20090525","20091214",null,1
"v1001","DCE","聚氯乙烯1001","v","1",1000,1,5,5,"20090525","20100115",null,1
"v1002","DCE","聚氯乙烯1002","v","1",1000,1,5,5,"20090525","20100212",null,1
"v1003","DCE","聚氯乙烯1003","v","1",1000,1,5,5,"20090525","20100312",null,1
"v1004","DCE","聚氯乙烯1004","v","1",1000,1,5,5,"20090525","20100415",null,1
"v1005","DCE","聚氯乙烯1005","v","1",1000,1,5,5,"20090525","20100517",null,1
"zn1007","SHFE","锌1007","zn","1",500,1,5,5,"20090716","20100715",null,1
"ru1007","SHFE","天然橡胶1007","ru","1",500,1,5,5,"20090716","20100715",null,1
"c1007","DCE","黄玉米1007","c","1",2000,1,10,1,"20090715","20100714",null,1
"a1101","DCE","黄大豆1号1101","a","1",1000,1,10,1,"20090715","20110117",null,1
"b1007","DCE","黄大豆2号1007","b","1",1000,1,10,1,"20090715","20100714",null,1
"al1007","SHFE","铝1007","al","1",500,1,5,5,"20090716","20100715",null,1
"y1007","DCE","豆油1007","y","1",1000,1,10,2,"20090715","20100714",null,1
"l1007","DCE","线型低密度聚乙烯1007","l","1",1000,1,5,5,"20090715","20100714",null,1
"m1007","DCE","豆粕1007","m","1",1000,1,10,1,"20090715","20100714",null,1
"p1007","DCE","棕榈油1007","p","1",1000,1,10,2,"20090715","20100714",null,1
"WS101","CZCE","优质强筋小麦101","WS","1",1000,1,10,1,"20090724","20110121",null,1
"WT007","CZCE","硬冬白小麦007","WT","1",1000,1,10,1,"20090724","20100722",null,1
"cu0909","SHFE","铜0909","cu","1",500,1,5,10,"20080917","20090915",null,1
"zn0909","SHFE","锌0909","zn","1",500,1,5,5,"20080917","20090915",null,1
"ru0909","SHFE","天然橡胶0909","ru","1",500,1,5,5,"20080917","20090915",null,1
"fu0909","SHFE","燃料油0909","fu","1",500,1,10,1,"20080901","20090831",null,1
"al0909","SHFE","铝0909","al","1",500,1,5,5,"20080917","20090915",null,1
"l0910","DCE","线型低密度聚乙烯0910","l","1",1000,1,5,5,"20081020","20091022",null,1
"p0910","DCE","棕榈油0910","p","1",1000,1,10,2,"20081020","20091022",null,1
"au0910","SHFE","黄金0910","au","1",500,1,1000,0.01,"20081016","20091015",null,1
"cu0911","SHFE","铜0911","cu","1",500,1,5,10,"20081118","20091116",null,1
"zn0911","SHFE","锌0911","zn","1",500,1,5,5,"20081118","20091116",null,1
"ru0911","SHFE","天然橡胶0911","ru","1",500,1,5,5,"20081118","20091116",null,1
"fu0911","SHFE","燃料油0911","fu","1",500,1,10,1,"20081103","20091030",null,1
"c0911","DCE","黄玉米0911","c","1",2000,1,10,1,"20081117","20091113",null,1
"au0904","SHFE","黄金0904","au","1",500,1,1000,0.01,"20080416","20090415",null,1
"cu0905","SHFE","铜0905","cu","1",500,1,5,10,"20080516","20090515",null,1
"zn0905","SHFE","锌0905","zn","1",500,1,5,5,"20080516","20090515",null,1
"ru0905","SHFE","天然橡胶0905","ru","1",500,1,5,5,"20080516","20090515",null,1
"fu0905","SHFE","燃料油0905","fu","1",500,1,10,1,"20080505","20090430",null,1
"c0905","DCE","黄玉米0905","c","1",2000,1,10,1,"20080519","20090515",null,1
"a0911","DCE","黄大豆1号0911","a","1",1000,1,10,1,"20080519","20091113",null,1
"b0905","DCE","黄大豆2号0905","b","1",1000,1,10,1,"20080519","20090515",null,1
"al0905","SHFE","铝0905","al","1",500,1,5,5,"20080516","20090515",null,1
"y0905","DCE","豆油0905","y","1",1000,1,10,2,"20080519","20090515",null,1
"l0905","DCE","线型低密度聚乙烯0905","l","1",1000,1,5,5,"20080519","20090515",null,1
"m0905","DCE","豆粕0905","m","1",1000,1,10,1,"20080519","20090515",null,1
"p0905","DCE","棕榈油0905","p","1",1000,1,10,2,"20080519","20090515",null,1
"y0912","DCE","豆油0912","y","1",1000,1,10,2,"20081215","20091214",null,1
"l0912","DCE","线型低密度聚乙烯0912","l","1",1000,1,5,5,"20081215","20091214",null,1
"m0912","DCE","豆粕0912","m","1",1000,1,10,1,"20081215","20091214",null,1
"p0912","DCE","棕榈油0912","p","1",1000,1,10,2,"20081215","20091214",null,1
"au0912","SHFE","黄金0912","au","1",500,1,1000,0.01,"20081216","20091215",null,1
"cu0912","SHFE","铜0912","cu","1",500,1,5,10,"20081216","20091215",null,1
"zn0912","SHFE","锌0912","zn","1",500,1,5,5,"20081216","20091215",null,1
"fu0912","SHFE","燃料油0912","fu","1",500,1,10,1,"20081201","20091130",null,1
"al0912","SHFE","铝0912","al","1",500,1,5,5,"20081216","20091215",null,1
"cu1001","SHFE","铜1001","cu","1",500,1,5,10,"20090116","20100115",null,1
"zn1001","SHFE","锌1001","zn","1",500,1,5,5,"20090116","20100115",null,1
"ru1001","SHFE","天然橡胶1001","ru","1",500,1,5,5,"20090116","20100115",null,1
"fu1001","SHFE","燃料油1001","fu","1",500,1,10,1,"20090105","20091231",null,1
"c1001","DCE","黄玉米1001","c","1",2000,1,10,1,"20090119","20100115",null,1
"a1007","DCE","黄大豆1号1007","a","1",1000,1,10,1,"20090119","20100714",null,1
"b1001","DCE","黄大豆2号1001","b","1",1000,1,10,1,"20090119","20100115",null,1
"al1001","SHFE","铝1001","al","1",500,1,5,5,"20090116","20100115",null,1
"y1001","DCE","豆油1001","y","1",1000,1,10,2,"20090119","20100115",null,1
"l1001","DCE","线型低密度聚乙烯1001","l","1",1000,1,5,5,"20090119","20100115",null,1
"m1001","DCE","豆粕1001","m","1",1000,1,10,1,"20090119","20100115",null,1
"p1001","DCE","棕榈油1001","p","1",1000,1,10,2,"20090119","20100115",null,1
"WS007","CZCE","优质强筋小麦007","WS","1",1000,1,10,1,"20090116","20100722",null,1
"WT001","CZCE","硬冬白小麦001","WT","1",1000,1,10,1,"20090116","20100121",null,1
"RO001","CZCE","菜籽油001","RO","1",1000,1,5,2,"20090119","20100115",null,1
"au1001","SHFE","黄金1001","au","1",500,1,1000,0.01,"20090116","20100115",null,1
"l1002","DCE","线型低密度聚乙烯1002","l","1",1000,1,5,5,"20090216","20100212",null,1
"p1002","DCE","棕榈油1002","p","1",1000,1,10,2,"20090216","20100212",null,1
"au1006","SHFE","黄金1006","au","1",500,1,1000,0.01,"20090616","20100617",null,1
"v1006","DCE","聚氯乙烯1006","v","1",1000,1,5,5,"20090615","20100617",null,1
"rb1006","SHFE","螺纹钢1006","rb","1",500,1,10,1,"20090616","20100617",null,1
"wr1006","SHFE","线材1006","wr","1",500,1,10,1,"20090616","20100617",null,1
"cu1006","SHFE","铜1006","cu","1",500,1,5,10,"20090616","20100617",null,1
"zn1006","SHFE","锌1006","zn","1",500,1,5,5,"20090616","20100617",null,1
"ru1006","SHFE","天然橡胶1006","ru","1",500,1,5,5,"20090616","20100617",null,1
"fu1006","SHFE","燃料油1006","fu","1",500,1,10,1,"20090601","20100531",null,1
"al1006","SHFE","铝1006","al","1",500,1,5,5,"20090616","20100617",null,1
"fu1007","SHFE","燃料油1007","fu","1",500,1,10,1,"20090701","20100630",null,1
"cu1007","SHFE","铜1007","cu","1",500,1,5,10,"20090716","20100715",null,1
"fu1008","SHFE","燃料油1008","fu","1",500,1,10,1,"20090803","20100730",null,1
"cu1008","SHFE","铜1008","cu","1",500,1,5,10,"20090818","20100816",null,1
"zn1008","SHFE","锌1008","zn","1",500,1,5,5,"20090818","20100816",null,1
"ru1008","SHFE","天然橡胶1008","ru","1",500,1,5,5,"20090818","20100816",null,1
"al1008","SHFE","铝1008","al","1",500,1,5,5,"20090818","20100816",null,1
"y1008","DCE","豆油1008","y","1",1000,1,10,2,"20090817","20100813",null,1
"l1008","DCE","线型低密度聚乙烯1008","l","1",1000,1,5,5,"20090817","20100813",null,1
"m1008","DCE","豆粕1008","m","1",1000,1,10,1,"20090817","20100813",null,1
"p1008","DCE","棕榈油1008","p","1",1000,1,10,2,"20090817","20100813",null,1
"RO003","CZCE","菜籽油003","RO","1",1000,1,5,2,"20090316","20100312",null,1
"au1003","SHFE","黄金1003","au","1",500,1,1000,0.01,"20090317","20100315",null,1
"wr0911","SHFE","线材0911","wr","1",500,1,10,1,"20090327","20091116",null,1
"rb0912","SHFE","螺纹钢0912","rb","1",500,1,10,1,"20090327","20091215",null,1
"wr0912","SHFE","线材0912","wr","1",500,1,10,1,"20090327","20091215",null,1
"rb1001","SHFE","螺纹钢1001","rb","1",500,1,10,1,"20090327","20100115",null,1
"rb1002","SHFE","螺纹钢1002","rb","1",500,1,10,1,"20090327","20100209",null,1
"wr1001","SHFE","线材1001","wr","1",500,1,10,1,"20090327","20100115",null,1
"wr1002","SHFE","线材1002","wr","1",500,1,10,1,"20090327","20100209",null,1
"rb1003","SHFE","螺纹钢1003","rb","1",500,1,10,1,"20090327","20100315",null,1
"wr1003","SHFE","线材1003","wr","1",500,1,10,1,"20090327","20100315",null,1
"cu1004","SHFE","铜1004","cu","1",500,1,5,10,"20090416","20100415",null,1
"zn1004","SHFE","锌1004","zn","1",500,1,5,5,"20090416","20100415",null,1
